user_id,user_uuid,prosthesis_type,muscle_group,signal_frequency,signal_duration,signal_amplitude,created_ts
560,fbf5618e-8c2b-4434-9fb4-d61b7bd25dfe,arm,Gastrocnemius,36,1592,3.01,2025-02-26 01:30:22
328,c1517347-2471-4312-ab3e-ce4831a9b80e,leg,Hamstrings,336,2943,0.81,2025-02-24 02:23:36
749,177dc0d4-508d-4c4b-a728-a47121757e23,arm,Biceps,260,3939,3.34,2025-03-11 03:10:39
519,694555c2-0ad3-410d-b5cf-4fe137308d5c,leg,Biceps,444,4418,0.75,2025-02-24 18:07:13
739,24ef8ca2-3aeb-4fe4-afe3-aa68b20a1986,arm,Hamstrings,116,4491,4.91,2025-03-06 03:29:11
607,44325f9a-f965-4baa-bada-15d2496aba55,hand,Triceps,63,1649,0.73,2025-03-24 17:06:02
154,76657b1a-e247-4201-843b-46dd913d9c46,arm,Hamstrings,311,4637,4.35,2025-03-14 22:25:46
646,c1918701-49d7-427f-b1eb-b5095951e074,leg,Hamstrings,461,3925,2.39,2025-02-25 21:17:16
407,5836c126-cc91-49cf-b0ba-d1be114447d3,hand,Triceps,483,3977,2.35,2025-02-27 12:39:51
966,63628554-c62e-44c2-b56f-14532f86c926,arm,Triceps,181,1983,3.56,2025-03-17 01:29:23
973,28538e65-8fa3-4334-8aae-5a97cdde9bc3,hand,Hamstrings,296,4922,0.66,2025-03-14 20:19:50
803,cb61517a-6573-422c-ab7e-e75a5c00feae,leg,Quadriceps,287,2835,1.43,2025-03-10 04:57:58
716,1a3a5e67-e374-4588-bd08-a566287e2b08,arm,Gastrocnemius,403,1163,1.22,2025-03-14 23:48:04
306,abc8ec9d-43fe-4909-bc16-e79b7a77d1a9,hand,Gastrocnemius,159,3256,3.06,2025-03-10 02:11:22
710,da1972be-d5cf-41cc-aafa-bd1e9ab6da45,arm,Hamstrings,441,3645,1.42,2025-03-13 05:13:58
725,89ce0287-13bb-495d-933a-e65fdfc18cf9,hand,Biceps,31,1131,2.99,2025-03-17 17:19:24
844,6579710d-1c40-40c1-b82d-b90d2d13aed5,arm,Quadriceps,475,1719,2.49,2025-03-22 19:09:27
978,e22f3ed9-28d6-4ffa-acec-0f41bb474778,arm,Biceps,428,3294,4.23,2025-03-08 19:28:57
862,a5d61236-b7ab-42de-b09b-8c931a2eb4f7,leg,Gastrocnemius,352,3416,0.56,2025-03-04 01:08:33
551,9160800c-4014-4994-aba5-2762b6091b6e,hand,Quadriceps,249,4067,4.7,2025-03-08 07:12:54
146,ee69eda2-2812-4604-98f2-37a25ace745a,hand,Hamstrings,442,2070,2.96,2025-03-01 10:25:46
555,5aa6ae04-6d92-4735-a124-c917b67b5d75,hand,Biceps,449,4286,4.98,2025-03-07 17:00:11
488,d57798d9-9cea-46bd-95bd-8950831b2f5a,hand,Hamstrings,492,2304,1.34,2025-03-01 10:33:43
734,7742784d-8eff-4e04-8cf7-e71c73a258f4,leg,Triceps,171,2332,3.52,2025-03-02 07:01:20
19,a373c582-dd1b-479b-9e29-5fd54a410917,arm,Gastrocnemius,273,1006,3.31,2025-03-15 14:20:00
635,9a3c8b20-15b0-47bf-9fbd-369b4c5a69a9,leg,Quadriceps,432,444,1.63,2025-03-01 17:09:55
292,f520e763-6ebe-499d-b659-45fe8d94a3a1,arm,Quadriceps,295,4588,3.4,2025-03-24 13:50:37
715,26d2ed7a-6669-4f41-a41b-467b56e038f6,arm,Biceps,484,2162,2.24,2025-03-02 05:22:46
822,a4978abe-166d-497a-a295-0e7055953474,arm,Biceps,430,4730,1.42,2025-02-26 15:16:53
31,e70aa66b-e522-429e-a192-29143dfae6f9,leg,Biceps,112,1056,2.41,2025-03-13 19:56:39
237,dd3a3b76-ac81-4dfc-b4ad-82f1be064c98,hand,Triceps,55,2780,3.03,2025-02-23 15:30:50
186,e7d85279-aeb0-4c3b-8a01-530a7775adaf,hand,Gastrocnemius,386,255,2.92,2025-03-19 04:45:26
136,c654793c-d2f6-45b1-8977-299bf6996cd3,hand,Biceps,421,673,2.27,2025-03-05 18:17:41
549,bdc70aa1-301c-42dd-8206-c816ce12af1e,leg,Biceps,300,4084,4.55,2025-03-05 15:27:41
251,c9c782dc-9f87-476f-aa85-8412cdccb3d6,arm,Gastrocnemius,426,4688,3.24,2025-03-11 22:03:35
920,43b613d4-e45c-4216-b44e-78badd472829,arm,Gastrocnemius,410,3162,3.04,2025-03-10 05:16:59
537,e9a76155-ae7c-4d30-b73c-f9d7322bfc59,arm,Biceps,462,2944,3.67,2025-03-08 11:17:05
353,7586c164-c2d1-47b5-8eb4-621d3ca8d4bc,leg,Triceps,147,2810,4.69,2025-03-14 03:20:27
613,38c18b4e-9eaf-4dc1-91d0-1abe1d1b0472,hand,Quadriceps,86,1497,4.85,2025-03-20 04:44:06
663,eb3798cc-d9aa-4864-b58e-0f74931784a5,hand,Gastrocnemius,133,2188,2.35,2025-03-03 10:06:35
625,8831a4f0-a72e-4e7b-a8ac-3648db29ee36,leg,Hamstrings,151,729,1.04,2025-03-02 04:29:15
837,318b80d2-6475-4fb2-ba9a-1dbd605695f8,hand,Quadriceps,39,730,3.62,2025-03-17 21:30:34
514,9347bf8d-bc2e-444c-8fae-69490068064c,hand,Quadriceps,153,924,4.66,2025-03-20 10:27:07
954,08d6361b-a621-4963-8ad6-9594b4872ec6,hand,Biceps,39,3292,3.42,2025-03-13 22:43:15
315,ee156294-6644-4cf6-b9c9-f50958689f4e,hand,Hamstrings,199,2382,1.53,2025-03-24 07:18:07
115,5573b79f-d3d5-441c-805c-e8863d0664ad,hand,Hamstrings,364,901,1.72,2025-02-25 00:29:38
562,9a85627f-a965-4563-a7ff-c6bce9ceaa3f,hand,Triceps,333,4807,3.72,2025-03-02 03:56:04
368,8b7f3740-c6ae-43c8-91bd-98cc0172122c,hand,Hamstrings,50,3836,2.15,2025-03-12 06:49:54
658,6a5fa7f7-4329-443e-9471-97c55b814b24,hand,Biceps,304,259,4.17,2025-03-15 04:57:55
903,6d01feaf-79cd-4d76-ba1d-19dde0580965,hand,Hamstrings,90,732,4.28,2025-03-23 00:46:30
167,7a045152-0dc4-448e-a17a-697b7830491d,leg,Biceps,403,4513,4.26,2025-03-09 02:21:14
328,c1517347-2471-4312-ab3e-ce4831a9b80e,leg,Triceps,435,2938,3.3,2025-03-21 05:21:06
246,40584ced-9e51-4e61-9017-ab4e2214cd71,arm,Gastrocnemius,46,1844,2.17,2025-03-15 20:11:14
162,823516d4-c7b3-4179-820c-2afcec247b22,hand,Gastrocnemius,341,2062,2.39,2025-02-26 22:15:59
247,8b7f393d-b483-40d8-beb8-130ebdaf80fa,arm,Triceps,193,4340,0.57,2025-03-20 17:42:18
63,1ca5e3ac-0e09-4428-93ba-9c082a11a37c,leg,Hamstrings,279,2218,2.7,2025-03-10 10:24:22
59,7acb0f16-e2a4-4e30-b272-736d84bfb1c0,arm,Gastrocnemius,361,2373,4.25,2025-02-25 14:37:01
141,41958b7f-b13a-413b-8a0e-5e7f00b94320,arm,Quadriceps,271,2113,2.51,2025-03-11 18:11:04
300,0ef330ff-c2de-4e92-a686-b5ac3565ea47,hand,Quadriceps,91,4831,3.44,2025-03-11 02:02:04
794,7a3a2a91-85cc-4f11-9ea2-dab7a2311af7,hand,Gastrocnemius,232,4923,3.26,2025-03-19 01:56:21
462,ca17c870-558d-4b95-ad22-8a02de95380c,arm,Triceps,104,2995,3.04,2025-03-08 05:23:13
722,ce0432b8-aeef-4387-9c31-63783d9e1924,arm,Triceps,463,3476,2.54,2025-03-13 15:25:20
406,dce43e00-6864-4f85-b326-302dddbc2524,hand,Quadriceps,311,954,0.51,2025-03-10 05:30:40
983,c4c870fe-68da-4ae6-a774-1a9206c7de67,hand,Hamstrings,368,2082,3.59,2025-02-28 20:58:36
470,75f9b9b8-8c04-4c8f-9a24-c36f1d06fb1c,leg,Gastrocnemius,86,1408,1.84,2025-02-27 03:30:55
642,4bc52dfa-baef-4cd8-b54b-48f40740ad83,leg,Triceps,251,1499,3.14,2025-03-10 08:34:21
853,c8556378-0119-47c3-9b9d-3cc45cd37b39,arm,Quadriceps,302,2955,1.68,2025-02-25 21:43:18
730,fce5541a-7fea-4693-b9b7-f7cf8d489e10,arm,Quadriceps,447,4743,4.02,2025-03-02 05:43:39
740,bc34284e-ca32-49bb-9d68-0aa953f0d5ed,hand,Biceps,214,2928,1.86,2025-03-12 00:03:54
327,fad40e51-5c00-47d6-9773-958f4de69391,arm,Hamstrings,46,1501,3.55,2025-03-09 02:24:31
574,9413d8cf-cda1-49d1-843b-ff94e82b348d,leg,Triceps,304,1955,4.17,2025-03-11 17:37:27
13,7ce54adf-e5d1-4b4b-885c-b8e23ea453c9,hand,Biceps,251,363,4.66,2025-03-04 07:15:12
786,10050252-5cdd-4fed-87d0-085c05614b99,hand,Hamstrings,282,102,2.29,2025-03-24 09:46:32
447,f2282615-e44a-430e-b9a3-8ee10fef6e22,leg,Gastrocnemius,458,4239,3.92,2025-03-01 07:39:05
397,c0bb3d28-588b-49b5-8d52-0ea19353c928,leg,Triceps,165,3871,3.91,2025-03-01 19:51:06
604,0a6e1c71-b1ef-46e6-9a81-016ae374129c,leg,Triceps,409,3068,4.22,2025-03-01 12:27:24
656,82d48f9b-c5ec-4acd-a9a3-0b4d03e495f4,arm,Gastrocnemius,201,2226,0.8,2025-03-24 04:20:10
717,b3db3b75-5880-468c-9faf-f6165a556801,leg,Biceps,294,424,2.08,2025-03-11 18:24:13
591,3023830f-998f-403f-9803-30828d6bcc64,arm,Quadriceps,398,524,1.62,2025-03-22 00:45:46
278,e75e3d36-58fa-421e-9339-1f094baf32da,leg,Triceps,421,233,4.37,2025-03-05 19:36:09
725,89ce0287-13bb-495d-933a-e65fdfc18cf9,arm,Triceps,169,2751,2.2,2025-03-17 00:16:00
919,00062312-9d14-4948-ac1b-75758c182e08,arm,Biceps,379,1479,2.53,2025-03-18 18:35:55
350,a4180662-30e9-4151-97b5-03eeefc67e77,hand,Triceps,42,4662,3.16,2025-02-25 16:35:16
597,cd9b3d97-7760-41ac-926a-a308f221d0e3,hand,Biceps,466,327,0.93,2025-03-16 16:17:49
841,d8cd5380-e6f8-4aaf-b5ca-d8275dc48534,leg,Hamstrings,224,1070,0.76,2025-03-09 23:27:56
537,e9a76155-ae7c-4d30-b73c-f9d7322bfc59,leg,Triceps,248,2464,0.67,2025-03-17 04:36:29
5,3938b1e6-e03d-4176-8e4b-e038b347670b,arm,Gastrocnemius,344,4467,2.23,2025-03-25 09:51:22
420,173adace-c3a0-4ce7-a351-ef6813742ad2,hand,Gastrocnemius,116,966,2.71,2025-03-18 00:10:25
212,ffec784d-9383-4139-8cc2-29bafded2cac,arm,Biceps,90,2930,3.93,2025-03-10 10:05:03
36,a9d75950-4513-4f0e-ba4f-8044ccc344e9,hand,Hamstrings,318,535,1.98,2025-03-09 04:49:29
62,f1dbe60d-469c-4659-b61f-6f04ea6e18ea,leg,Hamstrings,261,4503,0.88,2025-02-27 01:28:09
900,341b7976-e46e-4d5f-afda-0eb2be28e534,hand,Gastrocnemius,492,905,2.01,2025-03-08 02:28:42
811,a715edfb-d2bf-4e91-b632-ef0d909858e4,arm,Gastrocnemius,370,3305,3.14,2025-03-12 10:54:18
981,b9c22da7-554b-427e-8b40-499112b68c11,hand,Quadriceps,349,1172,2.96,2025-03-12 19:22:22
247,8b7f393d-b483-40d8-beb8-130ebdaf80fa,hand,Hamstrings,52,4791,0.69,2025-03-07 23:16:28
925,f5fd7714-39a4-45c1-9c3a-117d40f3862a,arm,Biceps,457,4848,3.34,2025-02-28 08:55:11
64,dccc4c4d-669d-4892-be4a-0a94719fb20f,arm,Quadriceps,231,2576,1.03,2025-02-28 07:58:21
55,458e9bb3-acab-4a31-bc8d-a39726dba4ef,arm,Triceps,445,4622,4.76,2025-03-21 15:40:42
654,643ff21c-2494-49de-b9f8-fa0efcfdb983,hand,Hamstrings,27,2208,1.17,2025-03-04 03:34:56
694,b08336e3-f4ef-416e-92af-a9bad0c626d2,leg,Quadriceps,348,4046,2.48,2025-03-25 05:00:55
893,8be0428e-f186-42df-a023-607ff531c6ce,leg,Biceps,128,1584,2.39,2025-03-03 12:12:04
138,457f6d4d-9d75-450d-b852-c9cdb86008f5,arm,Gastrocnemius,143,2756,1.23,2025-03-23 14:06:29
481,9f355629-fbc1-427a-8539-b2b2be01ae4b,leg,Triceps,318,3931,3.71,2025-03-08 14:17:23
263,3bf5e943-4f20-421f-b5f5-c5b31f9a88d2,arm,Quadriceps,365,210,1.76,2025-03-12 16:57:07
683,cb48cfb4-e69f-4432-b09f-766e3e16f4dd,hand,Biceps,412,3605,1.94,2025-02-23 15:26:35
168,555f1ca4-9591-4bb6-821b-0d10366248ae,arm,Biceps,69,4276,2.79,2025-03-11 15:19:56
895,54b98aeb-d7b3-4bbc-b159-c5be6bfb6509,hand,Gastrocnemius,372,683,2.22,2025-03-14 17:07:08
842,09ccb8ad-f8cf-4346-bc5a-e52ccdf4df07,hand,Hamstrings,211,3924,3.8,2025-03-04 22:38:47
490,2ba6ab80-e882-470b-97b6-d8bdc875d34e,leg,Quadriceps,166,1482,2.6,2025-03-02 04:50:38
674,2934b584-7bd7-4880-870b-163cbe63d630,leg,Hamstrings,466,124,1.42,2025-03-10 04:01:57
990,f74500f5-15a9-4020-baef-7777337f4821,hand,Biceps,269,4215,4.7,2025-02-25 21:17:55
670,cc7cafd0-241a-4250-8faf-0fbd44bcd88a,leg,Biceps,159,1810,2.7,2025-03-19 20:13:45
935,3cb413f8-31d1-4338-9043-d006845c55be,hand,Triceps,488,1475,1.55,2025-03-19 16:33:51
21,ba953e07-522b-43da-9b94-c28d7ba4dd6e,leg,Gastrocnemius,205,4250,3.65,2025-03-07 13:52:17
451,930e8f3d-7365-4ca2-89de-d0acc6a06269,arm,Triceps,413,1251,3.65,2025-03-20 20:59:02
530,1129741c-0800-4df9-b393-d21eb0df7278,hand,Gastrocnemius,318,3337,3.76,2025-03-07 11:53:04
929,ed4a06ce-59ec-45de-86c2-b2cc00cb6755,hand,Biceps,129,3603,4.61,2025-03-10 16:33:14
881,d0b6ed26-0f89-4928-b3c0-3baa212d3753,hand,Triceps,125,4319,2.61,2025-03-05 04:56:01
949,0d7b33e7-3157-4f98-9b5d-1336943d895c,arm,Biceps,408,4657,1.96,2025-03-06 06:34:44
828,63533f92-b506-4dae-bbd1-5db4a72f119d,leg,Biceps,260,639,3.67,2025-03-10 08:49:01
224,cf46a21b-ed95-44d5-b2b3-04b69265944f,arm,Hamstrings,32,1509,4.45,2025-03-06 20:47:23
24,fc9862df-e135-4b98-977e-bd838c5b58af,leg,Gastrocnemius,51,620,4.21,2025-03-21 19:36:35
241,56b20b37-cf24-4079-943e-9de94237402a,arm,Hamstrings,267,3999,1.89,2025-03-15 19:59:33
962,96b7f21b-c00c-4eac-9878-6e8e4af009ff,leg,Biceps,281,4101,1.82,2025-03-21 21:51:52
402,0a21442d-7357-4de7-98c1-3c30b50731b9,arm,Hamstrings,23,927,2.64,2025-03-04 21:42:50
685,1fccd1b8-7558-4f46-a75c-ce416c9fdcb3,hand,Biceps,52,2558,4.31,2025-02-27 05:44:35
162,823516d4-c7b3-4179-820c-2afcec247b22,arm,Triceps,442,4270,1.27,2025-03-21 15:00:12
463,a34c63e7-9822-4485-8013-f678d6d23e05,hand,Hamstrings,262,1327,4.46,2025-03-06 00:51:20
402,0a21442d-7357-4de7-98c1-3c30b50731b9,leg,Quadriceps,394,1736,3.8,2025-03-13 05:33:22
442,1d435a8d-fa55-4f98-98f3-a6286bdfa82a,arm,Biceps,421,4923,0.51,2025-03-11 18:20:40
304,c9ccc52e-6280-4b9c-a227-5c6b94d171cb,leg,Gastrocnemius,329,3665,1.96,2025-03-13 03:13:10
489,1896e622-0448-435d-9159-f120ccfc29c5,leg,Hamstrings,111,3103,3.96,2025-03-11 20:06:35
801,f6543c5a-6289-4ad6-89d8-bc544b9a95fb,arm,Biceps,304,2626,2.49,2025-03-21 18:54:26
699,9d3fb24d-2296-4c84-a5c1-8fee1e07175a,leg,Biceps,262,3325,4.04,2025-03-24 20:52:46
387,ab78b302-2cb1-48c9-802c-dafe1ba1576b,arm,Gastrocnemius,475,4908,2.27,2025-03-01 16:32:29
265,51a3499e-8bb6-4420-88d6-7f2d9390becd,arm,Triceps,146,1584,2.16,2025-03-10 16:46:42
961,ee337701-38e6-4aea-8ed7-61c6ba8a6457,leg,Triceps,268,144,2.89,2025-02-27 06:39:58
544,e46737d5-0e7a-4ab8-8f5d-5a04ef86ed4d,hand,Triceps,413,4394,1.69,2025-03-24 08:48:42
995,1039230f-fa6d-487e-a889-dc2f3843fd8e,arm,Quadriceps,261,1898,4.31,2025-03-19 12:33:43
448,7e485f6d-944b-44f9-b5d5-324f3fa336c9,arm,Biceps,115,3662,2.89,2025-03-19 22:12:10
690,1cdb7253-6790-463b-baea-09d1abfb74c8,leg,Biceps,176,4115,2.35,2025-02-24 06:44:25
304,c9ccc52e-6280-4b9c-a227-5c6b94d171cb,leg,Gastrocnemius,84,1900,0.83,2025-03-15 22:26:43
943,60f0c2fb-bdf6-4952-b25d-076812c0d004,arm,Quadriceps,313,3451,4.76,2025-02-24 15:00:45
528,be7c987d-84e4-4a63-9669-f8da2441e1c2,arm,Triceps,45,4542,2.06,2025-03-02 16:48:20
990,f74500f5-15a9-4020-baef-7777337f4821,hand,Quadriceps,419,829,4.39,2025-03-02 12:14:33
710,da1972be-d5cf-41cc-aafa-bd1e9ab6da45,arm,Gastrocnemius,261,4849,2.56,2025-03-21 21:18:10
970,fd5d8ee6-a150-4ad4-a887-2a0f0ef38e74,arm,Gastrocnemius,380,3210,4.72,2025-02-28 04:53:13
254,8ebe09bc-ce5d-4362-8fef-f69028da3ce8,arm,Gastrocnemius,458,4457,2.54,2025-03-05 05:04:37
707,9fda705e-2a0c-4663-94a6-2bdc2820b569,arm,Biceps,104,1075,2.16,2025-03-11 16:04:20
27,2517e465-ef3c-442f-b647-59d38f10027b,leg,Gastrocnemius,280,1296,3.52,2025-02-27 17:02:48
689,d7b5875c-c0e9-455a-9cce-91e57774667d,arm,Hamstrings,144,2003,1.46,2025-03-22 14:07:28
436,2b789668-b364-4645-8066-84561eab0f03,arm,Quadriceps,406,3613,0.84,2025-02-26 01:51:58
934,8e38190a-99e6-4703-9c08-df9c23b7e3fa,arm,Triceps,471,2300,0.93,2025-03-02 06:14:35
383,1b020307-3714-4d6c-a914-3391e4e3c492,leg,Hamstrings,254,4197,2.42,2025-03-05 09:16:21
501,2e442e46-4aa6-4365-b90d-67cc31a56495,hand,Quadriceps,39,1579,1.7,2025-02-24 20:08:37
553,ddcc9ff4-5538-4ceb-8d9b-685cb3e6e3a8,arm,Quadriceps,312,2509,3.32,2025-02-23 23:12:41
70,fc16003b-d0cd-4ffd-89ff-c29222815793,arm,Triceps,218,528,1.69,2025-03-24 16:00:48
565,fc8cf885-6213-4f1f-bc6e-e1b274d3d540,leg,Gastrocnemius,391,2993,3.47,2025-03-19 02:20:32
175,49de1bb2-8d68-4654-b432-20603e7e46f8,leg,Hamstrings,459,456,4.24,2025-03-06 02:21:07
189,5f5470f7-c076-4d10-ae87-a4145aea792e,arm,Gastrocnemius,242,1724,2.12,2025-03-19 02:02:37
768,be87f176-74fd-427d-be0b-548154296e80,hand,Gastrocnemius,310,319,3.82,2025-03-15 12:36:51
321,23a596ed-b003-428e-8b70-4ea12e715999,leg,Quadriceps,355,4438,2.49,2025-03-21 13:07:41
701,4d512ae1-3b98-4829-ae66-fa40f293b616,hand,Biceps,442,1512,3.35,2025-03-20 23:40:16
442,1d435a8d-fa55-4f98-98f3-a6286bdfa82a,hand,Hamstrings,78,3406,1.52,2025-03-18 09:48:18
896,33fccb4d-023a-484c-acf8-fceaa4f68332,hand,Quadriceps,323,2585,1.18,2025-03-09 20:54:09
850,c5d94016-e515-421e-93ef-b00a2e7cc0d5,leg,Gastrocnemius,172,1543,3.95,2025-03-09 12:31:05
514,9347bf8d-bc2e-444c-8fae-69490068064c,hand,Hamstrings,32,4197,1.38,2025-03-04 22:17:34
334,9d989bfe-d77c-429a-b257-e2612138431c,leg,Triceps,366,1288,4.37,2025-03-18 21:49:41
588,00a30c21-fcff-461f-b322-9b97cd71d246,hand,Gastrocnemius,453,3530,4.11,2025-03-15 12:28:28
312,a14f38e1-93f2-4a67-a5da-d54c5d62cff7,arm,Gastrocnemius,462,3952,2.76,2025-03-25 02:21:04
779,01a9ce97-f711-4249-8103-4509de0d11e3,leg,Biceps,404,908,0.56,2025-02-28 08:29:10
877,e0c9fde3-ba01-4a13-a3f4-dea78b653c5f,hand,Hamstrings,346,3231,0.52,2025-03-01 08:26:03
182,35bc8f4b-e84b-44c3-a2bf-f2281ea3978c,hand,Triceps,303,1394,0.59,2025-03-05 19:04:26
360,04012a78-7228-479e-9ee7-6db7c10e180d,arm,Quadriceps,294,4572,1.47,2025-02-25 23:18:54
583,09b90d67-7869-47ac-84b2-d451be89634e,arm,Hamstrings,87,2226,3.55,2025-03-18 03:01:27
954,08d6361b-a621-4963-8ad6-9594b4872ec6,arm,Triceps,296,3110,0.73,2025-03-09 00:16:04
930,4e0f0238-a8ca-4fea-bd0b-564e018f95bb,leg,Triceps,101,4221,4.41,2025-03-13 14:36:29
417,acf5ff76-7697-4ad0-9b2d-f5d64ef9aa29,leg,Hamstrings,121,287,1.52,2025-03-19 17:42:55
51,c7466072-4bad-42a4-ae14-529a1a550050,leg,Triceps,464,4274,4.37,2025-02-24 15:37:51
608,380125d0-b100-49ae-ab09-033a7670d005,hand,Quadriceps,344,4499,4.71,2025-03-15 00:35:14
491,5805faa9-617b-4521-ab9c-d4a10164d6a3,hand,Triceps,102,559,1.53,2025-02-27 18:10:49
874,61a6e6ba-9eae-4084-8548-6f9a95161bcc,hand,Triceps,59,2999,2.64,2025-02-27 19:33:50
89,563871db-01ae-4fa5-a86e-979496f1d12f,leg,Hamstrings,368,2184,0.99,2025-02-27 21:55:43
740,bc34284e-ca32-49bb-9d68-0aa953f0d5ed,arm,Gastrocnemius,326,186,4.92,2025-03-21 00:27:37
475,8355519d-0442-445e-aa1e-0a38bd43f243,arm,Biceps,230,1029,0.9,2025-03-06 14:24:11
511,42f43372-9a51-48f0-9a9a-f6e8a11b234c,arm,Biceps,311,618,3.63,2025-03-02 16:35:07
525,a46989e5-3015-4f81-a5dc-4cb6dfe09c92,leg,Biceps,357,2272,3.62,2025-03-10 15:40:33
911,290257e7-ed27-4328-86d9-d970bc0eeb22,arm,Hamstrings,468,3109,4.88,2025-03-08 16:19:25
280,750a1647-9b94-415f-a33e-08413302b71a,leg,Triceps,167,3658,3.56,2025-03-24 11:39:20
866,fdf4ded8-9ea1-42d9-8949-c85f8f08f34a,arm,Gastrocnemius,262,4478,4.21,2025-02-27 05:03:31
16,32d9eded-9372-4450-92a7-7a8d45027dbb,leg,Biceps,247,4846,0.52,2025-03-10 12:50:51
49,b1e6a447-7abb-4fe0-943c-80c8d6ddaa23,hand,Triceps,166,1179,4.41,2025-03-14 19:23:36
995,1039230f-fa6d-487e-a889-dc2f3843fd8e,arm,Biceps,271,925,0.6,2025-03-12 00:47:14
384,297df91c-de5a-4a42-835e-a8262b7a3143,hand,Hamstrings,27,789,3.77,2025-03-06 09:48:02
782,96b15c3c-6ab2-4262-9443-6ae3e70bb98b,arm,Triceps,162,3955,3.34,2025-03-03 00:49:52
688,f7c2d14d-54dc-4d74-9159-5bb6875dfce3,arm,Quadriceps,42,1318,4.33,2025-03-18 00:18:32
895,54b98aeb-d7b3-4bbc-b159-c5be6bfb6509,hand,Quadriceps,392,3154,4.54,2025-03-18 03:27:24
112,287d2103-6e2d-452b-8d05-f5c3a4275353,leg,Hamstrings,466,729,1.28,2025-03-09 23:24:57
250,94ed825c-1611-4c18-abee-d1fa14e4987d,leg,Hamstrings,165,870,0.98,2025-03-05 15:10:33
183,6685bcf2-1351-482d-8ad6-f70552edeea0,arm,Quadriceps,298,3808,2.94,2025-03-12 08:16:21
685,1fccd1b8-7558-4f46-a75c-ce416c9fdcb3,hand,Quadriceps,54,3282,1.5,2025-03-24 15:00:27
281,98d1fd3f-0223-4418-8985-64e7842bcea8,arm,Quadriceps,383,1181,2.02,2025-03-05 15:17:26
736,c857ad9c-da7b-4394-9e20-a9b3dade6b35,leg,Biceps,155,3950,4.08,2025-02-26 08:03:24
152,5a613321-9d96-40f1-9389-ef79133a4ebe,hand,Gastrocnemius,63,140,4.58,2025-03-14 05:27:21
833,e150b258-e3be-46bb-bad6-9f9c8bb12ab7,leg,Biceps,39,1486,2.4,2025-03-16 05:58:45
495,513e25c2-2779-4275-8c41-7fee98cafd80,leg,Quadriceps,276,1472,2.99,2025-03-09 15:08:07
519,694555c2-0ad3-410d-b5cf-4fe137308d5c,leg,Quadriceps,50,2307,4.18,2025-03-07 21:15:35
557,a926041d-4f3c-4c81-894e-a8b6df4bc284,arm,Gastrocnemius,493,4558,0.74,2025-03-18 20:09:04
172,0762a2e7-d9e3-4626-8069-a3f701aea803,hand,Quadriceps,422,2087,4.4,2025-03-25 05:25:11
950,23caf9c9-5347-48b3-a796-360aec65dc01,arm,Gastrocnemius,244,2416,4.51,2025-03-25 09:57:46
543,804da515-46f5-4988-a952-1190127d4697,leg,Hamstrings,100,247,0.97,2025-02-26 08:12:57
235,b601fc8e-8a62-4f30-8070-06242546d012,hand,Hamstrings,253,711,3.8,2025-03-12 10:31:30
680,447df84f-84ca-4857-b78f-49e648b2c67d,arm,Gastrocnemius,331,4577,3.54,2025-02-24 06:09:05
357,7c6000fc-9f30-42d9-973d-398ac3c942d3,leg,Biceps,441,2434,3.69,2025-03-01 22:10:29
158,d8e6481b-c62e-4881-9dee-5707f7bfd172,arm,Biceps,322,910,2.07,2025-02-25 14:13:06
436,2b789668-b364-4645-8066-84561eab0f03,hand,Biceps,465,1203,2.24,2025-02-25 06:24:47
641,97d8b140-5206-47fa-9016-a0d2b9789574,leg,Triceps,478,4638,4.34,2025-03-09 10:23:12
400,789e433c-3be2-4e3b-9fb5-74c8e2c7c703,arm,Gastrocnemius,112,1003,1.91,2025-03-17 15:06:38
777,62e97fc3-68a6-43fe-bf37-372e4c158dc7,hand,Quadriceps,136,1015,4.27,2025-03-23 22:34:59
36,a9d75950-4513-4f0e-ba4f-8044ccc344e9,arm,Triceps,428,2253,2.61,2025-02-27 08:21:30
216,e43738f2-55d8-4104-a13c-7a708b54a155,hand,Quadriceps,254,759,4.53,2025-03-15 08:02:15
362,d0aae4ce-d119-4bfb-aea4-d8567d624ce0,arm,Triceps,415,1110,1.08,2025-03-21 03:43:44
144,6738fac4-ca77-469a-8693-75e8f6908a66,leg,Gastrocnemius,161,3936,3.78,2025-03-08 05:17:07
435,30682a16-8055-4b5a-a6bd-674ff8d5b63a,leg,Gastrocnemius,158,4902,3.16,2025-03-06 10:53:06
182,35bc8f4b-e84b-44c3-a2bf-f2281ea3978c,hand,Hamstrings,215,2450,3.58,2025-03-01 10:16:44
933,d22cc112-f829-42fd-903c-801209b22c91,leg,Quadriceps,489,3217,4.41,2025-03-08 09:44:03
216,e43738f2-55d8-4104-a13c-7a708b54a155,leg,Triceps,474,4981,0.53,2025-03-03 16:36:48
443,a44a6937-c0a3-440f-9e7e-fbf82d0c4c24,arm,Gastrocnemius,162,820,4.8,2025-03-14 23:05:33
487,33eb2d4d-ef01-4c17-9133-3e00fadb13af,arm,Biceps,451,1292,2.01,2025-02-28 23:19:16
835,80290c7a-a7a3-41d3-8d4c-9c91b393e1ff,leg,Triceps,251,983,3.27,2025-03-04 00:31:44
370,2a092d62-c04c-4261-8468-62ecf79e5c02,arm,Triceps,484,869,2.21,2025-03-07 20:42:00
